key,accent,file,text_raw,text_normalised,wrong_language_output,dominant_script,non_latin_share,wer,substitutions,deletions,insertions,hits,ref_words,hyp_words
arabic/arabic17.mp3,arabic,audio/arabic/arabic17.mp3,"Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store spoons of fresh snow peas thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.043478260869565216,0,3,0,66,69,66
english_uk/english13.mp3,english_uk,audio/english_uk/english13.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her on Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her on wednesday at the train station,False,latin,0.0,0.014492753623188406,0,0,1,69,69,70
english_us/english17.mp3,english_us,audio/english_us/english17.mp3,"Please call Stella. Ask her to bring those things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",please call stella ask her to bring those things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,1,0,0,68,69,69
hindi/hindi11.mp3,hindi,audio/hindi/hindi11.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
pakistani/hindko1.mp3,pakistani,audio/pakistani/hindko1.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
arabic/arabic20.mp3,arabic,audio/arabic/arabic20.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack of her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack of her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,1,0,0,68,69,69
english_uk/english141.mp3,english_uk,audio/english_uk/english141.mp3,"Please call Stella. Ask her to bring these things with her from store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we'll go meet her Wednesday at station.",please call stella ask her to bring these things with her from store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at station,False,latin,0.0,0.07246376811594203,1,4,0,64,69,65
english_us/english19.mp3,english_us,audio/english_us/english19.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. You can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids you can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,1,0,0,68,69,69
hindi/hindi12.mp3,hindi,audio/hindi/hindi12.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
pakistani/pashto10.mp3,pakistani,audio/pakistani/pashto10.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother, Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
arabic/arabic23.mp3,arabic,audio/arabic/arabic23.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
english_uk/english145.mp3,english_uk,audio/english_uk/english145.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We will also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we will also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,0,0,1,69,69,70
english_us/english202.mp3,english_us,audio/english_us/english202.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
hindi/hindi13.mp3,hindi,audio/hindi/hindi13.mp3,"Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kid. She can swoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store spoons of fresh snow peas thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kid she can swoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.057971014492753624,2,2,0,65,69,67
pakistani/pashto4.mp3,pakistani,audio/pakistani/pashto4.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
arabic/arabic25.mp3,arabic,audio/arabic/arabic25.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We will also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we will also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,0,0,1,69,69,70
english_uk/english164.mp3,english_uk,audio/english_uk/english164.mp3,"Cofiwch gael Stella. Cofiwch iddo ddod â'r pethau hyn gyda hi o'r storfa. 6 sbwm o bwyd llaw, 5 slabs o bwyd blaen ac efallai snac i'w ffrindiau Bob. Rydyn ni hefyd angen snec plastig bach a ffrog ffrind mawr i'r plant. Gallai hi sgwpio'r pethau hyn i mewn 3 bagiau rydw i, ac rydyn ni'n mynd i'w gwrdd gyda hi ddiweddaraf ar y sefydliad train.",cofiwch gael stella cofiwch iddo ddod â'r pethau hyn gyda hi o'r storfa sbwm o bwyd llaw slabs o bwyd blaen ac efallai snac i'w ffrindiau bob rydyn ni hefyd angen snec plastig bach a ffrog ffrind mawr i'r plant gallai hi sgwpio'r pethau hyn i mewn bagiau rydw i ac rydyn ni'n mynd i'w gwrdd gyda hi ddiweddaraf ar y sefydliad train,False,latin,0.0,0.9565217391304348,60,6,0,3,69,63
english_us/english211.mp3,english_us,audio/english_us/english211.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
hindi/hindi14.mp3,hindi,audio/hindi/hindi14.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick steps of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick steps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,1,0,0,68,69,69
pakistani/punjabi1.mp3,pakistani,audio/pakistani/punjabi1.mp3,چاہیے سٹیلہ پڑھو۔ اس کے سات پلاسٹک سنیک کی ضرورت ہے جس کے لئے,چاہیے سٹیلہ پڑھو اس کے سات پلاسٹک سنیک کی ضرورت ہے جس کے لئے,True,arabic,1.0,1.0,14,55,0,0,69,14
arabic/arabic26.mp3,arabic,audio/arabic/arabic26.mp3,"Please call Stella. Ask her to bring those things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob. We also need a small plastic snack and a big toy frog for her for the kids. She can scoop those things into the three red bag and we will go meet her Wednesday at the train station.",please call stella ask her to bring those things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snack and a big toy frog for her for the kids she can scoop those things into the three red bag and we will go meet her wednesday at the train station,False,latin,0.0,0.10144927536231885,4,0,3,65,69,72
english_uk/english2.mp3,english_uk,audio/english_uk/english2.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
english_us/english214.mp3,english_us,audio/english_us/english214.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.014492753623188406,0,1,0,68,69,68
hindi/hindi15.mp3,hindi,audio/hindi/hindi15.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
pakistani/punjabi6.mp3,pakistani,audio/pakistani/punjabi6.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
arabic/arabic27.mp3,arabic,audio/arabic/arabic27.mp3,"Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. وفراغ كبير للطفلين ، يمكنها تخلص من هذه الأشياء إلى ثلاثة حجم رئيسي ، وسوف نلتقي بها في أمس في محطة الطرق.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids وفراغ كبير للطفلين يمكنها تخلص من هذه الأشياء إلى ثلاثة حجم رئيسي وسوف نلتقي بها في أمس في محطة الطرق,False,latin,0.3004,0.2898550724637681,20,0,0,49,69,69
english_uk/english206.mp3,english_uk,audio/english_uk/english206.mp3,"Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
english_us/english220.mp3,english_us,audio/english_us/english220.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
hindi/hindi16.mp3,hindi,audio/hindi/hindi16.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things in the three red bags and we will go meet her on Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in the three red bags and we will go meet her on wednesday at the train station,False,latin,0.0,0.043478260869565216,1,0,2,68,69,71
pakistani/punjabi7.mp3,pakistani,audio/pakistani/punjabi7.mp3,"Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her. Wednesday at the train station.",please call stella ask her to bring these things with her from the store spoons of fresh snow peas thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.043478260869565216,0,3,0,66,69,66
arabic/arabic28.mp3,arabic,audio/arabic/arabic28.mp3,"أرجوك يا ستيلر ، أسألها أن تحضر هذه الأشياء معها من مكتبها. سبع فرنسية جديدة ، سنوبيس ، خمسة فرنسيات كبيرة ، وربما فرنسة لأخيه. نحتاج أيضًا إلى فرنسة بلاستيكية صغيرة وفرنسة كبيرة للطفلين. Brother Bob, we also need a small plastic snack and a big toy frog for the kids. She can scoop these things with her from the store. وكذلك قطعات بلو جيز وكذلك طعام لأخي بوب. نحتاج أيضًا إلى طعام بلاستيكي صغير وفراغ كبير للطفلين. يمكنها أن تسكب هذا الأشياء في ثلاثة باستيكيات رائعة. وسنلتقي بها في أمس في محطة السيارة.",أرجوك يا ستيلر أسألها أن تحضر هذه الأشياء معها من مكتبها سبع فرنسية جديدة سنوبيس خمسة فرنسيات كبيرة وربما فرنسة لأخيه نحتاج أيض ا إلى فرنسة بلاستيكية صغيرة وفرنسة كبيرة للطفلين brother bob we also need a small plastic snack and a big toy frog for the kids she can scoop these things with her from the store وكذلك قطعات بلو جيز وكذلك طعام لأخي بوب نحتاج أيض ا إلى طعام بلاستيكي صغير وفراغ كبير للطفلين يمكنها أن تسكب هذا الأشياء في ثلاثة باستيكيات رائعة وسنلتقي بها في أمس في محطة السيارة,True,arabic,0.7399,1.0434782608695652,47,1,24,21,69,92
english_uk/english217.mp3,english_uk,audio/english_uk/english217.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
english_us/english232.mp3,english_us,audio/english_us/english232.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
hindi/hindi17.mp3,hindi,audio/hindi/hindi17.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,False,latin,0.0,0.0,0,0,0,69,69,69
pakistani/sindhi1.mp3,pakistani,audio/pakistani/sindhi1.mp3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we'll go meet her Wednesday at the train station.",please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station,False,latin,0.0,0.028985507246376812,1,1,0,67,69,68
